,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
927,Color,Catherine Hardwicke,291.0,100.0,308.0,913.0,Billy Burke,10000.0,37652565.0,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Red Riding Hood ,91151,15369,Virginia Madsen,2.0,death|forest|love|werewolf|werewolf bite,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283.0,English,USA,PG-13,42000000.0,2011.0,2000.0,5.4,2.35,20000
928,,Mario Van Peebles,7.0,100.0,535.0,399.0,Mario Van Peebles,668.0,,Action|Thriller,Martin Kove,Red Sky ,1084,2204,Jacob Vargas,0.0,exploding airplane|fighter pilot|hands tied|held at gunpoint|military,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,11.0,English,USA,PG-13,25000000.0,2014.0,535.0,4.1,,437
929,Color,Kevin Smith,270.0,88.0,0.0,939.0,Michael Angarano,1000.0,,Action|Crime|Horror|Thriller,Anna Gunn,Red State ,53342,4777,Stephen Root,0.0,atf agent|ball gag|cult leader|pastor|pretending to be dead,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,287.0,English,USA,R,4000000.0,2011.0,947.0,6.2,1.85,16000
930,Color,Anthony Hemingway,144.0,125.0,143.0,519.0,Nate Parker,1000.0,49875589.0,Action|Adventure|Drama|History|War,David Oyelowo,Red Tails ,28807,4416,Tristan Mack Wilds,0.0,african american|battle|italy|tuskegee airmen|world war two,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273.0,English,USA,PG-13,58000000.0,2012.0,664.0,5.9,2.35,0
931,Color,Robert Schwentke,315.0,111.0,124.0,357.0,Morgan Freeman,13000.0,90356857.0,Action|Comedy|Crime|Thriller,Bruce Willis,RED ,238916,24928,Jaqueline Fleming,4.0,cia|female assassin|interrogation|office cubicle|spy,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328.0,English,USA,PG-13,58000000.0,2010.0,11000.0,7.1,2.35,32000
932,Color,Mario Van Peebles,12.0,95.0,535.0,608.0,Cinda McCain,1000.0,27012.0,Drama,Tom Skerritt,Redemption Road ,440,3586,Luke Perry,4.0,death of loved one|loss of father|loss of loved one|musician|singer,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,9.0,English,USA,PG-13,,2010.0,646.0,5.9,2.35,279
933,Color,Alejandro Amenábar,140.0,106.0,448.0,648.0,Aaron Ashmore,9000.0,54734.0,Crime|Drama|Mystery|Thriller,Emma Watson,Regression ,20821,10982,Julian Richings,1.0,inspired by true events|memory|minnesota|police|year 1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62.0,English,Spain,R,,2015.0,750.0,5.7,2.35,0
934,Color,Chao-Bin Su,50.0,117.0,2.0,21.0,Shawn Yue,149.0,,Action,Woo-sung Jung,Reign of Assassins ,6069,243,Kelly Lin,2.0,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34.0,Mandarin,China,R,12000000.0,2010.0,32.0,6.9,2.35,1000
935,Color,Valeri Milev,18.0,88.0,6.0,200.0,Roger Cross,557.0,,Action|Horror,Daniella Alonso,Re-Kill ,1763,1702,Jesse Garcia,0.0,after dark|after dark horrorfest|fictional tv news show|outbreak,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,26.0,English,USA,R,9500000.0,2015.0,290.0,5.1,1.78,898
936,Color,Allen Coulter,158.0,113.0,47.0,238.0,Lena Olin,21000.0,19057024.0,Drama|Romance,Robert Pattinson,Remember Me ,113963,22088,Ruby Jerins,0.0,binge drinking|new york|new york city|september 11 2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361.0,English,USA,PG-13,16000000.0,2010.0,541.0,7.2,1.85,24000
937,Color,Miguel Sapochnik,197.0,119.0,238.0,447.0,RZA,1000.0,13763130.0,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Men ,87768,2925,Yvette Nicole Brown,0.0,artificial organ|best friend|enforcer|future|near future,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,187.0,English,USA,R,32000000.0,2010.0,561.0,6.3,2.35,12000
938,Color,Paul W.S. Anderson,253.0,97.0,545.0,529.0,Boris Kodjoe,14000.0,60128566.0,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,Resident Evil: Afterlife ,131447,16098,Shawn Roberts,1.0,alaska|female gunfighter|mutation|ship|siege,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,410.0,English,Germany,R,60000000.0,2010.0,1000.0,5.9,2.35,19000
939,Color,Paul W.S. Anderson,239.0,96.0,545.0,974.0,Boris Kodjoe,14000.0,42345531.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Retribution ,104831,17913,Bingbing Li,0.0,corporation|fight|rescue|umbrella|zombie,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,423.0,English,Germany,R,65000000.0,2012.0,1000.0,5.4,2.35,32000
940,Color,Edward Hall,17.0,180.0,0.0,844.0,Hayley Atwell,3000.0,,Drama|Romance,Rufus Sewell,Restless ,2098,6343,Charlotte Rampling,2.0,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,12.0,English,UK,,,2012.0,2000.0,7.2,16.0,434
941,Color,Zack Ward,15.0,92.0,662.0,161.0,Anna Harr,662.0,,Horror,Zack Ward,Restoration ,436,1498,James Cullen Bressack,0.0,,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6.0,English,USA,,,2016.0,290.0,4.0,,378
943,Color,David Twohy,302.0,127.0,123.0,904.0,Nolan Gerard Funk,14000.0,41997790.0,Action|Sci-Fi|Thriller,Vin Diesel,Riddick ,125305,17551,Bokeem Woodbine,0.0,alien|left for dead|mercenary|survival|vomiting,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343.0,English,USA,R,38000000.0,2013.0,924.0,6.4,2.35,39000
944,Color,Tim Story,119.0,102.0,167.0,655.0,Nadine Velazquez,2000.0,90835030.0,Action|Comedy,Olivia Munn,Ride Along 2 ,28621,5178,Bruce McGill,0.0,computer hacker|crime boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,58.0,English,USA,PG-13,40000000.0,2016.0,874.0,5.9,2.35,0
945,Color,Tim Story,146.0,99.0,167.0,460.0,Tika Sumpter,655.0,134141530.0,Action|Comedy|Crime|Romance,Bruce McGill,Ride Along ,75903,2394,Bryan Callen,1.0,gunfight|outrunning explosion|police|security guard|street shootout,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109.0,English,USA,PG-13,25000000.0,2014.0,521.0,6.2,2.35,0
946,Color,Carlos Saldanha,159.0,101.0,107.0,56.0,Rachel Crow,688.0,131536019.0,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2 ,58498,1031,Jeffrey Garcia,0.0,amazon|bird|father in law|jungle|no opening credits,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99.0,English,USA,G,103000000.0,2014.0,237.0,6.4,2.35,0
947,Color,Carlos Saldanha,240.0,96.0,107.0,350.0,Wanda Sykes,11000.0,143618384.0,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,Rio ,165333,12071,Will.i.am,0.0,bird|brazilian|cockatoo|macaw|minnesota,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186.0,English,USA,G,90000000.0,2011.0,560.0,7.0,2.35,19000
948,Color,Joe Kenemore,,52.0,0.0,0.0,Jack Canfield,8.0,,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,Eric Worre,0.0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10.0,English,USA,G,450000.0,2014.0,2.0,8.2,,460
949,Color,Peter Ramsey,256.0,97.0,52.0,161.0,Kamil McFadden,20000.0,103400692.0,Adventure|Animation|Family|Fantasy,Hugh Jackman,Rise of the Guardians ,123553,20645,Khamani Griffin,0.0,belief|box office hit|children|new york city|tooth,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174.0,English,USA,PG,145000000.0,2012.0,315.0,7.3,1.85,25000
950,Color,Rupert Wyatt,529.0,105.0,81.0,779.0,David Oyelowo,11000.0,176740650.0,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes ,403836,13118,Tyler Labine,0.0,alzheimer's disease|ape|chimpanzee|fire|when animals attack,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646.0,English,USA,PG-13,93000000.0,2011.0,1000.0,7.6,2.35,47000
951,Color,Kevin Reynolds,122.0,107.0,58.0,47.0,Jan Cornet,141.0,36874745.0,Action|Adventure|Drama|Mystery,Peter Firth,Risen ,12276,389,María Botto,2.0,biblical|crucifixion|judea|resurrection|roman soldier,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2016.0,76.0,6.3,2.35,21000
952,Color,Adam Carolla,14.0,98.0,102.0,360.0,Jim O'Heir,563.0,105943.0,Comedy,Jay Mohr,Road Hard ,1351,2628,David Alan Grier,0.0,girl in panties|panties|red panties|stand up comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,11.0,English,USA,,1500000.0,2015.0,485.0,6.1,,212
953,Color,Eric England,15.0,81.0,15.0,93.0,Ace Marrero,847.0,,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside ,268,1151,Alan Pietruszewski,0.0,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6.0,English,USA,,,2013.0,94.0,4.1,16.0,61
954,Color,Ridley Scott,343.0,156.0,0.0,738.0,William Hurt,891.0,105219735.0,Action|Adventure|Drama|History,Mark Addy,Robin Hood ,211765,3244,Scott Grimes,0.0,1190s|archer|england|king of england|robin hood,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,546.0,English,USA,PG-13,200000000.0,2010.0,882.0,6.7,2.35,17000
955,Color,José Padilha,492.0,117.0,294.0,1000.0,Abbie Cornish,10000.0,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,182899,14161,Jennifer Ehle,0.0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630.0,English,USA,PG-13,100000000.0,2014.0,2000.0,6.2,2.35,60000
956,Color,José Padilha,492.0,117.0,294.0,1000.0,Abbie Cornish,10000.0,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,182910,14160,Jennifer Ehle,0.0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630.0,English,USA,PG-13,100000000.0,2014.0,2000.0,6.2,2.35,60000
957,Color,Jake Schreier,252.0,89.0,14.0,215.0,Joshua Ormond,902.0,3325638.0,Comedy|Crime|Drama|Sci-Fi,Frank Langella,Robot & Frank ,52509,1980,Ana Gasteyer,3.0,burglary|dementia|near future|robot|thief,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,84.0,English,USA,PG-13,2500000.0,2012.0,291.0,7.1,2.35,13000
959,Color,Adam Shankman,360.0,136.0,163.0,66.0,Shane Hartline,394.0,38509342.0,Comedy|Drama|Musical|Romance,James Martin Kelly,Rock of Ages ,61995,712,Celina Beach,7.0,concert|love|music industry|panties|pole dancer,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356.0,English,USA,PG-13,75000000.0,2012.0,217.0,5.9,2.35,33000
960,Color,Joel Paul Reisig,1.0,108.0,431.0,317.0,Joel Paul Reisig,466.0,,Family,Carrie Bradstreet,Rodeo Girl ,62,1628,Yassie Hawkes,2.0,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4.0,English,USA,PG,500000.0,2016.0,431.0,5.7,,0
962,Color,Valentine,,,0.0,,Valentine,17.0,,Romance,Diane Sorrentino,Romantic Schemer ,172,17,,2.0,,http://www.imdb.com/title/tt4607906/?ref_=fn_tt_tt_1,,English,USA,PG-13,125000.0,2015.0,0.0,5.1,,0
963,Color,Lenny Abrahamson,421.0,118.0,412.0,491.0,Jacob Tremblay,805.0,14677654.0,Drama,Joan Allen,Room ,161288,2499,Cas Anvar,0.0,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351.0,English,Ireland,R,13000000.0,2015.0,681.0,8.3,2.35,72000
964,Color,Jon Stewart,129.0,103.0,593.0,241.0,Claire Foy,374.0,3093491.0,Biography|Drama,Numan Acar,Rosewater ,8307,1283,Haluk Bilginer,0.0,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1,37.0,English,USA,R,5000000.0,2014.0,362.0,6.6,1.85,5000
965,Color,Chad Kapper,4.0,98.0,0.0,0.0,Natalie Welch,196.0,,Family|Sci-Fi,Tom E. Nicholson,Rotor DR1 ,209,199,Christian Kapper,2.0,drone|playing with gun|post apocalypse|road trip|working class family,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,8.0,English,USA,,350000.0,2015.0,3.0,3.4,2.35,240
966,Color,Quentin Dupieux,230.0,82.0,248.0,196.0,Jack Plotnick,353.0,98017.0,Comedy|Fantasy|Horror,Haley Ramm,Rubber ,26185,1498,Cecelia Antoinette,0.0,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170.0,English,France,R,500000.0,2010.0,248.0,5.8,1.85,46000
967,Color,William H. Macy,44.0,105.0,0.0,394.0,Felicity Huffman,745.0,37440.0,Comedy|Drama|Music,Billy Crudup,Rudderless ,12672,1986,David Adam Flannery,1.0,demo tape|directed by cast member|grieving father|guitar|guitar player,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,60.0,English,USA,R,5000000.0,2014.0,508.0,7.5,,0
969,Color,Jaume Collet-Serra,236.0,114.0,174.0,655.0,Common,14000.0,26442251.0,Action|Crime|Drama|Thriller,Liam Neeson,Run All Night ,76010,16992,Bruce McGill,2.0,death|drug dealer|limousine|limousine driver|one night,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205.0,English,USA,R,50000000.0,2015.0,988.0,6.6,2.35,15000
970,Color,Collin Joseph Neal,7.0,75.0,14.0,130.0,Thomas Brophy,252.0,,Horror|Thriller,Julianne Gabert,"Run, Hide, Die ",106,638,Ronee Collins,0.0,,http://www.imdb.com/title/tt2442662/?ref_=fn_tt_tt_1,5.0,English,USA,,50000.0,2012.0,132.0,3.7,2.35,225
971,Color,Brad Furman,184.0,88.0,65.0,681.0,John Heard,3000.0,19316646.0,Crime|Thriller,Justin Timberlake,Runner Runner ,52069,5706,David Costabile,3.0,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,95.0,English,USA,R,30000000.0,2013.0,697.0,5.6,2.35,0
972,Color,Mike Mayhall,,88.0,14.0,668.0,Cody Howard,784.0,,Family,David Raizor,Running Forever ,8,3021,Martin Kove,2.0,,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,,English,USA,,5000000.0,2015.0,763.0,8.6,,49
974,Color,Ron Howard,393.0,123.0,2000.0,471.0,Olivia Wilde,26000.0,26903709.0,Action|Biography|Drama|Sport,Chris Hemsworth,Rush ,312629,37206,Alexandra Maria Lara,0.0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475.0,English,UK,R,38000000.0,2013.0,10000.0,8.1,2.35,83000
975,Color,Corbin Bernsen,3.0,95.0,1000.0,3.0,Lorne Cardinal,1000.0,,Drama,Corbin Bernsen,Rust ,300,1056,Kirsten Collins,1.0,,http://www.imdb.com/title/tt1360826/?ref_=fn_tt_tt_1,8.0,English,Canada,PG,250000.0,2010.0,53.0,5.7,1.78,141
976,Color,David Ayer,233.0,109.0,453.0,120.0,Martin Donovan,1000.0,10499968.0,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,47498,1458,Maurice Compte,3.0,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212.0,English,USA,R,35000000.0,2014.0,206.0,5.7,1.85,10000
977,Color,David Ayer,233.0,109.0,453.0,120.0,Martin Donovan,1000.0,10499968.0,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,47502,1458,Maurice Compte,3.0,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212.0,English,USA,R,35000000.0,2014.0,206.0,5.7,1.85,10000
979,Color,Lasse Hallström,184.0,115.0,529.0,325.0,Noah Lomax,576.0,71346930.0,Drama|Romance|Thriller,David Lyons,Safe Haven ,78008,1554,Mimi Kirkland,0.0,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160.0,English,USA,PG-13,28000000.0,2013.0,447.0,6.7,2.35,23000
980,Color,Daniel Espinosa,298.0,115.0,79.0,820.0,Ryan Reynolds,18000.0,126149655.0,Action|Crime|Mystery|Thriller,Denzel Washington,Safe House ,166693,36237,Sam Shepard,1.0,cia|cia agent|consulate|on the run|safe house,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,276.0,English,USA,R,85000000.0,2012.0,16000.0,6.8,2.35,19000
981,Color,Boaz Yakin,258.0,94.0,132.0,317.0,Reggie Lee,26000.0,17120019.0,Action|Crime|Thriller,Jason Statham,Safe ,83097,27759,Robert John Burke,2.0,bodyguard|gang war|russian|russian mafia|triad,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,134.0,English,USA,R,30000000.0,2012.0,828.0,6.5,2.35,12000
982,Color,Colin Trevorrow,271.0,86.0,365.0,522.0,Mark Duplass,934.0,4007792.0,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,2714,Jeff Garlin,0.0,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,260.0,English,USA,R,750000.0,2012.0,830.0,7.0,2.35,31000
983,Color,Phillip Noyce,330.0,101.0,176.0,282.0,Andre Braugher,11000.0,118311368.0,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,Salt ,245621,12406,August Diehl,1.0,cia|on the run|russian|russian spy|strong female lead,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,514.0,English,USA,PG-13,110000000.0,2010.0,702.0,6.4,2.35,23000
984,Color,George Ratliff,48.0,96.0,3.0,38.0,Cree Kelly,472.0,27445.0,Action|Comedy|Drama|Thriller,Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5.0,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31.0,English,USA,R,9000000.0,2011.0,39.0,5.3,1.85,1000
985,Color,Ron Fricke,115.0,102.0,330.0,0.0,Balinese Tari Legong Dancers,48.0,2601847.0,Documentary|Music,Collin Alfredo St. Dic,Samsara ,22457,48,Puti Sri Candra Dewi,0.0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,69.0,None,USA,PG-13,4000000.0,2011.0,0.0,8.5,2.35,26000
986,Color,Brad Peyton,358.0,114.0,62.0,884.0,Ioan Gruffudd,12000.0,155181732.0,Action|Adventure|Drama|Thriller,Dwayne Johnson,San Andreas ,147497,16718,Archie Panjabi,0.0,disaster movie|earthquake|journey|natural disaster|san andreas fault,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,499.0,English,USA,PG-13,110000000.0,2015.0,2000.0,6.1,2.35,52000
987,Color,Thomas L. Phillips,13.0,82.0,120.0,84.0,Joe Coffey,785.0,,Comedy|Horror|Thriller,Julianna Pitt,Sanctuary; Quite a Conundrum ,133,1111,John Lucas,,nudity|party|pirate|swimsuit|three word title,http://www.imdb.com/title/tt2049518/?ref_=fn_tt_tt_1,8.0,English,USA,,200000.0,2012.0,98.0,5.4,16.0,424
988,Color,Alister Grierson,244.0,108.0,24.0,653.0,Rhys Wakefield,2000.0,23070045.0,Adventure|Drama|Thriller,Ioan Gruffudd,Sanctum ,47003,3892,Richard Roxburgh,0.0,cave|expedition|panic|rebreather|underwater,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,215.0,English,USA,R,30000000.0,2011.0,942.0,5.9,1.85,11000
989,Color,Gilles Paquet-Brenner,136.0,111.0,15.0,121.0,Aidan Quinn,1000.0,7691700.0,Drama|War,Kristin Scott Thomas,Sarah's Key ,12937,2140,Arben Bajraktaraj,2.0,apartment|escape|jewish family|journalist|key,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73.0,French,France,PG-13,10000000.0,2010.0,767.0,7.5,2.35,0
990,Color,Rohit Jugraj,1.0,141.0,2.0,32.0,Neeru Bajwa,258.0,,Romance,Bhavkhandan Singh Rakhra,Sardaar Ji ,745,434,Diljit Dosanjh,2.0,,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1,8.0,Panjabi,Canada,,3000000.0,2015.0,85.0,6.6,,50
991,Color,Greg Tiernan,65.0,89.0,5.0,365.0,Salma Hayek,11000.0,,Adventure|Animation|Comedy|Fantasy,James Franco,Sausage Party ,3302,15795,Anders Holm,0.0,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14.0,English,USA,R,19000000.0,2016.0,4000.0,7.5,1.85,13000
992, Black and White,Oliver Stone,339.0,141.0,0.0,404.0,Shea Whigham,749.0,47307550.0,Crime|Drama|Thriller,Demián Bichir,Savages ,104301,1948,Gary Stretch,4.0,arms tied overhead|damsel in distress|dea|marijuana|southern california,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269.0,English,USA,R,45000000.0,2012.0,463.0,6.5,2.35,28000
995,Color,John Lee Hancock,405.0,125.0,102.0,825.0,Ruth Wilson,15000.0,83299761.0,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,117719,19809,B.J. Novak,2.0,author|disney|loss of father|reference to walt disney|suppression of emotion,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306.0,English,USA,PG-13,35000000.0,2013.0,2000.0,7.5,2.35,39000
996,Color,Beto Gómez,16.0,105.0,5.0,122.0,Gerardo Taracena,274.0,1391770.0,Adventure|Comedy|Western,Jaime Camil,Saving Private Perez ,1592,793,Joaquín Cosio,6.0,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,14.0,Spanish,Mexico,PG-13,,2011.0,154.0,6.0,2.35,0
997,Color,Kevin Greutert,178.0,90.0,52.0,298.0,Gina Holden,723.0,45670855.0,Horror|Mystery,Costas Mandylor,Saw 3D: The Final Chapter ,67978,1978,Betsy Russell,0.0,blood splatter|self help guru|sequel|support group|survivor,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279.0,English,Canada,R,20000000.0,2010.0,346.0,5.6,1.85,12000
998,Color,Malcolm D. Lee,153.0,88.0,92.0,636.0,Snoop Dogg,31000.0,32014289.0,Comedy,Marisa Saks,Scary Movie 5 ,50337,34319,Molly Shannon,8.0,2010s|ape|ballet|psychic|supernatural,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177.0,English,USA,PG-13,20000000.0,2013.0,881.0,3.5,1.85,13000
999,Color,Edgar Wright,393.0,112.0,1000.0,719.0,Kieran Culkin,10000.0,31494270.0,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen Wong,0.0,band|dating|high school|hipster|rock band,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,522.0,English,USA,PG-13,60000000.0,2010.0,1000.0,7.5,1.85,36000
1000,Color,Wes Craven,420.0,111.0,0.0,687.0,Aimee Teegarden,2000.0,38176892.0,Horror|Mystery,Alison Brie,Scream 4 ,104119,4486,Shenae Grimes-Beech,0.0,author|book|deputy|murder|sheriff,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518.0,English,USA,R,40000000.0,2011.0,741.0,6.2,2.35,26000
1002,Color,Ronan Chapalain,7.0,41.0,0.0,0.0,Guillaume Denaiffe,55.0,4074023.0,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,296,55,Chloe Hollings,0.0,3d|imax|plesiosaur|sea|water,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4.0,English,UK,,5000000.0,2010.0,0.0,6.9,1.78,89
1003,Color,Billy Ray,155.0,111.0,53.0,233.0,Michael Kelly,8000.0,,Crime|Drama|Mystery|Thriller,Julia Roberts,Secret in Their Eyes ,20186,9941,Joe Cole,0.0,digging a grave|grave digging|investigator|police|secret,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,19500000.0,2015.0,963.0,6.2,2.35,0
1004,Color,Randall Wallace,160.0,123.0,130.0,426.0,Kevin Connolly,826.0,59699513.0,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,20827,2259,Dylan Walsh,0.0,eccentric|horse racing|newspaper clipping|stallion|triple crown,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136.0,English,USA,PG,35000000.0,2010.0,638.0,7.2,2.35,0
1006, Black and White,Lorene Scafaria,265.0,101.0,63.0,172.0,Mark Moses,7000.0,6619173.0,Adventure|Comedy|Drama|Romance|Sci-Fi,Steve Carell,Seeking a Friend for the End of the World ,87203,7747,Rob Huebel,2.0,candle|end of the world|letter|record|road trip,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,221.0,English,USA,R,10000000.0,2012.0,353.0,6.7,2.35,25000
